MACID,PARTNUM,REVISION,WORKNO,LINEID,OPERTOR,BARCODE,TRESULT,TESTDATE,TESTTIME,FL01,FL02,FL03,FL04,FL05,FL06,FL07,FL08,FL09,FL10,SDATE,STIME,ITSDATE,ITSTIME,FPATH
YM73L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170726,173541,X758FlexShorted,20170726,173633,763767,ST_B1_B13,23,73.91,L37,6,,20170726,173541,20170726,173634,FHAPCE7/20170726D/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_D_0.csv
LTK71L,FHAPCE7,,test,Z24-109,F6670335,G5Y7261QETRJ25X9GZY1,FAIL,20170713,161012,X758FlexShorted,20170713,161111,764126,ST_B1_B13,,,,,,20170713,161012,20170713,161221,FHAPCE7/20170713D/LTK71L/OQC_FLEX_POR_AutoAlign_tester764126_4.0.0_D_0.csv
YM103L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,80436,X758FlexShorted,20170723,80347,764660,ST_B1_B13,0,0,L59,0,,20170723,80436,20170723,80349,FHAPCE7/20170722N/YM103L/OQC_FLEX_POR_AutoAlign_tester764660_4.0.0_N_0.csv
YM75L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,80515,X758FlexShorted,20170723,80422,764138,ST_B1_B13,0,0,L59,0,,20170723,80515,20170723,80423,FHAPCE7/20170722N/YM75L/OQC_FLEX_POR_AutoAlign_tester764138_4.0.0_N_0.csv
YM75R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,80617,X758FlexShorted,20170723,80523,763859,ST_B1_B13,0,0,L59,0,,20170723,80617,20170723,80524,FHAPCE7/20170722N/YM75R/OQC_FLEX_POR_AutoAlign_tester763859_4.0.0_N_0.csv
YM103R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,80536,X758FlexShorted,20170723,80452,764501,ST_B1_B13,0,0,L59,0,,20170723,80536,20170723,80453,FHAPCE7/20170723D/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_D_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,205609,X758FlexShorted,20170723,205656,763787,ST_B1_B13,0,0,L37,1,,20170723,205609,20170723,205657,FHAPCE7/20170723D/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_D_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,210519,X758FlexShorted,20170723,210540,763964,ST_B1_B13,0,0,L39,1,,20170723,210519,20170723,210541,FHAPCE7/20170723N/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_N_0.csv
YM102R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,211326,X758FlexShorted,20170723,211206,763746,ST_B1_B13,0,0,L62,1,,20170723,211326,20170723,211208,FHAPCE7/20170723D/YM102R/OQC_FLEX_POR_AutoAlign_tester763746_4.0.0_D_0.csv
YM98L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,211423,X758FlexShorted,20170723,211253,763824,ST_B1_B13,0,0,L62,1,,20170723,211423,20170723,211254,FHAPCE7/20170723D/YM98L/OQC_FLEX_POR_AutoAlign_tester763824_4.0.0_D_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,205540,X758FlexShorted,20170723,205626,763767,ST_B1_B13,0,0,L37,1,,20170723,205540,20170723,205627,FHAPCE7/20170723D/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_D_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,205642,X758FlexShorted,20170723,205719,763941,ST_B1_B13,0,0,L37,1,,20170723,205642,20170723,205720,FHAPCE7/20170723D/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_D_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,210415,X758FlexShorted,20170723,210436,763827,ST_B1_B13,0,0,L39,0,,20170723,210415,20170723,210437,FHAPCE7/20170723D/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_D_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170726,172023,X758FlexShorted,20170726,172121,762945,ST_B1_B13,82,98.78,L4,12,,20170726,172023,20170726,172123,FHAPCE7/20170726D/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_D_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170726,171938,X758FlexShorted,20170726,171958,762943,ST_B1_B13,79,97.47,L4,12,,20170726,171938,20170726,171959,FHAPCE7/20170726D/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_D_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170726,172103,X758FlexShorted,20170726,172203,762960,ST_B1_B13,77,100,L4,12,,20170726,172103,20170726,172203,FHAPCE7/20170726D/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_D_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170726,172205,X758FlexShorted,20170726,172233,762966,ST_B1_B13,65,95.38,L4,12,,20170726,172205,20170726,172233,FHAPCE7/20170726D/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_D_0.csv
LTK71R,FHAPCE7,,test,Z24-109,F6670335,G5Y7261QETRJ25X9GZY1,FAIL,20170713,160357,X758FlexShorted,20170713,160459,762798,ST_B1_B13,,,,,,20170713,160357,20170713,160608,FHAPCE7/20170712N/LTK71R/OQC_FLEX_POR_AutoAlign_tester762798_4.0.0_N_0.csv
LTK65L,FHAPCE7,,test,Z24-109,F6670335,G5Y7261QETRJ25X9GZY1,FAIL,20170713,160549,X758FlexShorted,20170713,160416,763427,ST_B1_B13,,,,,,20170713,160549,20170713,160525,FHAPCE7/20170712N/LTK65L/OQC_FLEX_POR_AutoAlign_tester763427_4.0.0_N_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170717,210715,X758FlexShorted,20170717,212307,762966,ST_B1_B13,0,0,L4,,,20170717,210715,20170717,212307,FHAPCE7/20170717N/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_N_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170717,211435,X758FlexShorted,20170717,212306,762945,ST_B1_B13,0,0,L4,,,20170717,211435,20170717,212307,FHAPCE7/20170717N/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_N_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170717,211333,X758FlexShorted,20170717,212304,762960,ST_B1_B13,0,0,L4,,,20170717,211333,20170717,212304,FHAPCE7/20170717N/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,202526,X758FlexShorted,20170723,202449,763248,ST_B1_B13,0,0,L38,0,,20170723,202526,20170723,202450,FHAPCE7/20170723D/tester/OQC_FLEX_POR_AutoAlign_tester763248_4.0.0_D_0.csv
YM103R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,204648,X758FlexShorted,20170723,204610,764501,ST_B1_B13,0,0,L59,0,,20170723,204648,20170723,204610,FHAPCE7/20170723D/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_D_0.csv
YM103L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,204804,X758FlexShorted,20170723,204720,764660,ST_B1_B13,0,0,L59,0,,20170723,204804,20170723,204721,FHAPCE7/20170723D/YM103L/OQC_FLEX_POR_AutoAlign_tester764660_4.0.0_D_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,203139,X758FlexShorted,20170723,203212,762966,ST_B1_B13,0,0,L4,2,,20170723,203139,20170723,203213,FHAPCE7/20170723D/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_D_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,203105,X758FlexShorted,20170723,203141,762943,ST_B1_B13,0,0,L4,2,,20170723,203105,20170723,203142,FHAPCE7/20170723D/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_D_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,203019,X758FlexShorted,20170723,203110,762945,ST_B1_B13,0,0,L4,2,,20170723,203019,20170723,203111,FHAPCE7/20170723D/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_D_0.csv
YM58L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,202358,X758FlexShorted,20170723,202356,764244,ST_B1_B13,0,0,L38,0,,20170723,202358,20170723,202356,FHAPCE7/20170723D/YM58L/OQC_FLEX_POR_AutoAlign_tester764244_4.0.0_D_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170723,202946,X758FlexShorted,20170723,203040,762960,ST_B1_B13,0,0,L4,2,,20170723,202946,20170723,203041,FHAPCE7/20170723N/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_N_0.csv
YM75R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170726,171150,X758FlexShorted,20170726,171211,763859,ST_B1_B13,86,96.51,L59,5,,20170726,171150,20170726,171213,FHAPCE7/20170726D/YM75R/OQC_FLEX_POR_AutoAlign_tester763859_4.0.0_D_0.csv
YM103L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170726,171121,X758FlexShorted,20170726,171132,764660,ST_B1_B13,89,100,L59,5,,20170726,171121,20170726,171133,FHAPCE7/20170726D/YM103L/OQC_FLEX_POR_AutoAlign_tester764660_4.0.0_D_0.csv
YM75L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170726,171250,X758FlexShorted,20170726,171303,764138,ST_B1_B13,75,89.33,L59,5,,20170726,171250,20170726,171304,FHAPCE7/20170726D/YM75L/OQC_FLEX_POR_AutoAlign_tester764138_4.0.0_D_0.csv
YM103R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170726,171050,X758FlexShorted,20170726,171102,764501,ST_B1_B13,83,85.54,L59,5,,20170726,171050,20170726,171102,FHAPCE7/20170726D/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170717,204625,X758FlexShorted,20170717,204618,763499,ST_B1_B13,65,92.31,L38,,,20170717,204625,20170717,204620,FHAPCE7/20170717D/tester/OQC_FLEX_POR_AutoAlign_tester763499_4.0.0_D_0.csv
YM75R,FHAPCE7,,test,Z24-109,F1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170717,210211,X758FlexShorted,20170717,210112,763859,ST_B1_B13,2,0,L59,,,20170717,210211,20170717,210113,FHAPCE7/20170716N/YM75R/OQC_FLEX_POR_AutoAlign_tester763859_4.0.0_N_0.csv
YM75L,FHAPCE7,,test,Z24-109,F1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170717,210055,X758FlexShorted,20170717,205951,764138,ST_B1_B13,0,0,L59,,,20170717,210055,20170717,205952,FHAPCE7/20170717N/YM75L/OQC_FLEX_POR_AutoAlign_tester764138_4.0.0_N_0.csv
YM98L,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170717,202429,X758FlexShorted,20170717,202254,763824,ST_B1_B13,0,0,L62,,,20170717,202429,20170717,202256,FHAPCE7/20170716N/YM98L/OQC_FLEX_POR_AutoAlign_tester763824_4.0.0_N_0.csv
YM103L,FHAPCE7,,test,Z24-109,F1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170717,210021,X758FlexShorted,20170717,205920,764660,ST_B1_B13,2,0,L59,,,20170717,210021,20170717,205922,FHAPCE7/20170717N/YM103L/OQC_FLEX_POR_AutoAlign_tester764660_4.0.0_N_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170717,203034,X758FlexShorted,20170717,202954,763495,ST_B1_B13,288,95.49,L39,,,20170717,203034,20170717,202958,FHAPCE7/20170717D/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_D_0.csv
YM103R,FHAPCE7,,test,Z24-109,F1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170717,205947,X758FlexShorted,20170717,205850,764501,ST_B1_B13,2,100,L59,,,20170717,205947,20170717,205851,FHAPCE7/20170717N/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_N_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170717,203817,X758FlexShorted,20170717,203853,763659,ST_B1_B13,92,81.52,L37,,,20170717,203817,20170717,203856,FHAPCE7/20170717N/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_N_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170717,203150,X758FlexShorted,20170717,203105,763888,ST_B1_B13,174,93.68,L39,,,20170717,203150,20170717,203109,FHAPCE7/20170717D/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_D_0.csv
YM98R,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170717,202510,X758FlexShorted,20170717,202335,763789,ST_B1_B13,0,0,L62,,,20170717,202510,20170717,202337,FHAPCE7/20170717D/YM98R/OQC_FLEX_POR_AutoAlign_tester763789_4.0.0_D_0.csv
YM102L,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170717,202607,X758FlexShorted,20170717,202428,764239,ST_B1_B13,0,0,L62,,,20170717,202607,20170717,202429,FHAPCE7/20170717D/YM102L/OQC_FLEX_POR_AutoAlign_tester764239_4.0.0_D_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170717,82907,X758FlexShorted,20170717,202850,763827,ST_B1_B13,321,96.26,L39,,,20170717,82907,20170717,202854,FHAPCE7/20170717D/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170717,204731,X758FlexShorted,20170717,204732,763675,ST_B1_B13,70,88.57,L38,,,20170717,204731,20170717,204733,FHAPCE7/20170717D/tester/OQC_FLEX_POR_AutoAlign_tester763675_4.0.0_D_0.csv
YM58L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170717,204804,X758FlexShorted,20170717,204803,764244,ST_B1_B13,61,88.52,L38,,,20170717,204804,20170717,204804,FHAPCE7/20170717D/YM58L/OQC_FLEX_POR_AutoAlign_tester764244_4.0.0_D_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170717,203920,X758FlexShorted,20170717,203955,763767,ST_B1_B13,72,84.72,L37,,,20170717,203920,20170717,203958,FHAPCE7/20170717N/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_N_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170717,82940,X758FlexShorted,20170717,202921,763964,ST_B1_B13,307,97.39,L39,,,20170717,82940,20170717,202924,FHAPCE7/20170717D/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170717,204658,X758FlexShorted,20170717,204659,763248,ST_B1_B13,61,96.72,L38,,,20170717,204658,20170717,204700,FHAPCE7/20170717D/tester/OQC_FLEX_POR_AutoAlign_tester763248_4.0.0_D_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170717,203850,X758FlexShorted,20170717,203923,763941,ST_B1_B13,88,87.5,L37,,,20170717,203850,20170717,203927,FHAPCE7/20170717D/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_D_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170717,204036,X758FlexShorted,20170717,204106,763787,ST_B1_B13,99,72.73,L37,,,20170717,204036,20170717,204110,FHAPCE7/20170717D/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_D_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170712,212708,X758FlexShorted,20170712,212645,763964,ST_B1_B13,,,,,,20170712,212708,20170712,212646,FHAPCE7/20170712N/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_N_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170712,213019,X758FlexShorted,20170712,212946,763888,ST_B1_B13,,,,,,20170712,213019,20170712,212947,FHAPCE7/20170712N/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_N_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170712,212636,X758FlexShorted,20170712,212615,763827,ST_B1_B13,,,,,,20170712,212636,20170712,212616,FHAPCE7/20170712N/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_N_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170712,212834,X758FlexShorted,20170712,212754,763495,ST_B1_B13,,,,,,20170712,212834,20170712,212756,FHAPCE7/20170712N/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_N_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,90024,X758FlexShorted,20170714,90009,763964,OT_B20,,,,,,20170714,90024,20170714,90010,FHAPCE7/20170714D/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_D_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,90152,X758FlexShorted,20170714,90140,763827,ST_B1_B13,,,,,,20170714,90152,20170714,90141,FHAPCE7/20170713N/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_N_0.csv
YM58L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,83620,X758FlexShorted,20170716,83638,764244,ST_B1_B13,88,93.18,L38,,,20170716,83620,20170716,83641,FHAPCE7/20170716D/YM58L/OQC_FLEX_POR_AutoAlign_tester764244_4.0.0_D_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,84413,X758FlexShorted,20170716,84401,763964,ST_B1_B13,44,97.73,L39,,,20170716,84413,20170716,84404,FHAPCE7/20170716D/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_D_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,84340,X758FlexShorted,20170716,84330,763827,ST_B1_B13,51,96.08,L39,,,20170716,84340,20170716,84333,FHAPCE7/20170716D/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,83537,X758FlexShorted,20170716,83539,763499,ST_B1_B13,104,93.27,L38,,,20170716,83537,20170716,83542,FHAPCE7/20170716D/tester/OQC_FLEX_POR_AutoAlign_tester763499_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,83609,X758FlexShorted,20170716,83610,763248,ST_B1_B13,99,95.96,L38,,,20170716,83609,20170716,83613,FHAPCE7/20170715N/tester/OQC_FLEX_POR_AutoAlign_tester763248_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,83738,X758FlexShorted,20170716,83759,763675,ST_B1_B13,96,90.62,L38,,,20170716,83738,20170716,83802,FHAPCE7/20170716D/tester/OQC_FLEX_POR_AutoAlign_tester763675_4.0.0_D_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170716,83025,X758FlexShorted,20170716,83000,763767,ST_B1_B13,112,95.54,L37,,,20170716,83025,20170716,83002,FHAPCE7/20170715N/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_N_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,84638,X758FlexShorted,20170716,84557,763888,ST_B1_B13,86,96.51,L39,,,20170716,84638,20170716,84559,FHAPCE7/20170716D/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_D_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,84519,X758FlexShorted,20170716,84432,763495,ST_B1_B13,80,96.25,L39,,,20170716,84519,20170716,84434,FHAPCE7/20170715N/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_N_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170712,203938,TraceResistance_OOS,20170712,204008,763659,RES_TOUCH_GND,,,,,,20170712,203938,20170712,204009,FHAPCE7/20170712D/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_D_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170712,210336,X758FlexShorted,20170712,210525,762966,ST_B1_B13,,,,,,20170712,210336,20170712,210526,FHAPCE7/20170712N/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_N_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170712,203922,TraceResistance_OOS,20170712,203957,763941,RES_TOUCH_GND,,,,,,20170712,203922,20170712,203958,FHAPCE7/20170712N/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_N_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170712,204347,X758FlexShorted,20170712,204430,763659,ST_B1_B13,,,,,,20170712,204347,20170712,204430,FHAPCE7/20170712D/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_D_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170712,204405,X758FlexShorted,20170712,204333,763787,ST_B1_B13,,,,,,20170712,204405,20170712,204334,FHAPCE7/20170712N/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_N_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170712,204006,TraceResistance_OOS,20170712,203921,763767,RES_TOUCH_GND,,,,,,20170712,204006,20170712,203922,FHAPCE7/20170712N/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_N_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170712,204023,TraceResistance_OOS,20170712,203942,763787,RES_TOUCH_GND,,,,,,20170712,204023,20170712,203942,FHAPCE7/20170712N/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_N_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170712,204318,X758FlexShorted,20170712,204409,763941,ST_B1_B13,,,,,,20170712,204318,20170712,204410,FHAPCE7/20170712N/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_N_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170712,210802,X758FlexShorted,20170712,210655,762960,ST_B1_B13,,,,,,20170712,210802,20170712,210655,FHAPCE7/20170712N/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_N_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170712,210412,X758FlexShorted,20170712,210555,762943,ST_B1_B13,,,,,,20170712,210412,20170712,210556,FHAPCE7/20170712N/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_N_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170712,204335,X758FlexShorted,20170712,204303,763767,ST_B1_B13,,,,,,20170712,204335,20170712,204303,FHAPCE7/20170712N/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_N_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170712,203725,TraceResistance_OOS,20170712,203640,763787,RES_TOUCH_GND,,,,,,20170712,203725,20170712,203641,FHAPCE7/20170712N/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_N_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,85227,X758FlexShorted,20170714,85156,763495,ST_B1_B13,,,,,,20170714,85227,20170714,85158,FHAPCE7/20170714D/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,82451,X758FlexShorted,20170714,82512,763675,ST_B1_B13,,,,,,20170714,82451,20170714,82514,FHAPCE7/20170713N/tester/OQC_FLEX_POR_AutoAlign_tester763675_4.0.0_N_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170714,81448,X758FlexShorted,20170714,81350,762945,ST_B1_B13,,,,,,20170714,81448,20170714,81351,FHAPCE7/20170713N/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_N_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170714,81555,X758FlexShorted,20170714,81732,762943,ST_B1_B13,,,,,,20170714,81555,20170714,81734,FHAPCE7/20170714D/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_D_0.csv
